# Round all coordinates to nearest six digits, no decimal.										10
#0	1	2	3	4	5	6	7	8		
 #xy	x	y	Easting	Northing	Street Name	Post Code	Ward	Proper MAGPI area	place	
529857185958	529857	185958	529857	185958	Tufnell Park Road	N7 0PS	St George's	#N/A		
529858186633	529858	186633	529858	186633	Marlborough Road		Tollington	North		
529864186912	529864	186912	529864	186912	Zoffany Street	N19 3ER	Hillrise	North		
529865187616	529865	187616	529865	187616	New Orleans Walk	N19 3SU	Hillrise	North		
529869186709	529869	186709	529869	186709	Marlborough Road	N19 4NB	Tollington	North		
529872187114	529872	187114	529872	187114	Buxton Road	N19 3XX	Hillrise	North		
529878187090	529878	187090	529878	187090	Holland Walk	N19 3XS	Hillrise	North		
529884186003	529884	186003	529884	186003	Tufnell Park Road	N7 0DT	St George's	#N/A		
529885187296	529885	187296	529885	187296	Partington Close	N19 3DZ	Hillrise	North		
529886187373	529886	187373	529886	187373	Partington Close	N19 3DY	Hillrise	North		
529894187674	529894	187674	529894	187674	New Orleans Walk	N19 3TH	Hillrise	North		
529896185735	529896	185735	529896	185735	Carleton Road	N7 0ET	St George's	#N/A		
529898187451	529898	187451	529898	187451	Sunnyside Road		Hillrise	North		
529902185644	529902	185644	529902	185644	Carleton Road	N7 0ET	St George's	#N/A		
529903186311	529903	186311	529903	186311	Wedmore Street		St George's	#N/A		
529904187615	529904	187615	529904	187615	New Orleans Walk	N19 3ST	Hillrise	North		
529907185659	529907	185659	529907	185659	Carleton Road	N7 0ET	St George's	#N/A		
529907187271	529907	187271	529907	187271	Westacott Close	N19 3LE	Hillrise	North		
529910187328	529910	187328	529910	187328	Partington Close	N19 3DZ	Hillrise	North		
529911186911	529911	186911	529911	186911	Scholefield Road	N19 3EX	Hillrise	North		
529913185162	529913	185162	529913	185162	Camden Road	N7 0HW	St George's	#N/A		
529918186775	529918	186775	529918	186775	Marlborough Road	N19 4NB	Tollington	North		
529918187097	529918	187097	529918	187097	Mowatt Close	N19 3XZ	Hillrise	North		
529921184976	529921	184976	529921	184976	Rowstock Gardens	N7 0BG	Holloway	West		
529926186336	529926	186336	529926	186336	Wedmore Street	N19 4RU	St George's	#N/A		
529930185035	529930	185035	529930	185035	Rowstock Gardens	N7 0BG	Holloway	West		
529933186613	529933	186613	529933	186613	Davenant Road	N19 3NW	Tollington	North		
529934185756	529934	185756	529934	185756	Penderyn Way	N7 0EW	St George's	#N/A		
529943185067	529943	185067	529943	185067	Rowstock Gardens	N7 0BH	Holloway	West		
529943187690	529943	187690	529943	187690	Hornsey Rise	N19 3SQ	Hillrise	North		
529946185214	529946	185214	529946	185214	Camden Road	N7 0HS	St George's	#N/A		
529950185792	529950	185792	529950	185792	Penderyn Way	N7 0EY	St George's	#N/A		
529954186694	529954	186694	529954	186694	Davenant Road	N19 3NN	Tollington	North		
529961185662	529961	185662	529961	185662	Penderyn Way	N7 0EW	St George's	#N/A		
529962185342	529962	185342	529962	185342	Hilldrop Estate		St George's	#N/A		
529967186868	529967	186868	529967	186868	Hatchard Road		Tollington	North		
529968185739	529968	185739	529968	185739	Penderyn Way	N7 0EY	St George's	#N/A		
529968185744	529968	185744	529968	185744	Penderyn Way	N7 0EY	St George's	#N/A		
529975185838	529975	185838	529975	185838	Bakers Field	N7 0LT	St George's	#N/A		
529977186285	529977	186285	529977	186285	Tavistock Terrace	N19 4DB	St George's	#N/A		
529981185515	529981	185515	529981	185515	Dalmeny Avenue	N7 0JT	St George's	#N/A		
529982185432	529982	185432	529982	185432	Dalmeny Avenue	N7 0LB	St George's	#N/A		
529982185787	529982	185787	529982	185787	Bakers Field	N7 0LT	St George's	#N/A		
530000186462	530000	186462	530000	186462	Wedmore Street	N19 4RU	Junction	North		
530001187002	530001	187002	530001	187002	Fairbridge Road	N19 3HU	Hillrise	North		
530004187690	530004	187690	530004	187690	Hornsey Rise Gardens	N19 3PR	Hillrise	North		
530020186841	530020	186841	530020	186841	Marlborough Road	N19 4NJ	Tollington	North		
530021185458	530021	185458	530021	185458	Dalmeny Avenue	N7 0JS	St George's	#N/A		
530024186845	530024	186845	530024	186845	Marlborough Road	N19 4NJ	Tollington	North		
530027185851	530027	185851	530027	185851	Tabley Road	N7 0NB	St George's	#N/A		
530028186848	530028	186848	530028	186848	Marlborough Road	N19 4NJ	Tollington	North		
530030187672	530030	187672	530030	187672	Hornsey Rise Gardens	N19 3PS	Hillrise	North		
530035186394	530035	186394	530035	186394	Tavistock Mews		St George's	#N/A		
530041185704	530041	185704	530041	185704	Bakers Field	N7 0LU	St George's	#N/A		
530042185798	530042	185798	530042	185798	Crayford Road	N7 0NE	St George's	#N/A		
530043185363	530043	185363	530043	185363	Camden Road	N7 0LE	St George's	#N/A		
530048185432	530048	185432	530048	185432	Dalmeny Avenue	N7 0JP	St George's	#N/A		
530048186426	530048	186426	530048	186426	Holloway Road	N19 4BY	St George's	#N/A		
530050184894	530050	184894	530050	184894	North Road	N7 9GQ	Holloway	West		
530058186709	530058	186709	530058	186709	Cornwallis Square	N19 4LY	Tollington	North		
530062184833	530062	184833	530062	184833	Drovers Way	 N7	Holloway	West		
530069186110	530069	186110	530069	186110	Mercers Road	N19 4PJ	St George's	#N/A		
530072185082	530072	185082	530072	185082	Hungerford Road	N7 9LD	Holloway	West		
530080186827	530080	186827	530080	186827	Pomoja Lane	N19 4AD	Tollington	North		
530082187024	530082	187024	530082	187024	Jutland Close	N19 4BE	Tollington	North		
530083186794	530083	186794	530083	186794	Cornwallis Square	N19 4LY	Tollington	North		
530083187466	530083	187466	530083	187466	Hillrise Road	N19 3QD	Hillrise	North		
530089185897	530089	185897	530089	185897	Tabley Road	N7 0NB	St George's	#N/A		
530093186188	530093	186188	530093	186188	Mercers Road	N19 4PH	St George's	#N/A		
530097187508	530097	187508	530097	187508	Hillrise Road	N19 3PT	Hillrise	North		
530098186403	530098	186403	530098	186403	Alexander Road	N19 3PF	Tollington	North		
530099185901	530099	185901	530099.3	185901.7	Tabley Road	N7 0NB	St George's	#N/A		
530105187641	530105	187641	530105	187641	Warltersville Road	N19 3PU	Hillrise	North		
530108186919	530108	186919	530108	186919	Marlborough Road	N19 4NW	Tollington	North		
530110187503	530110	187503	530110	187503	Emily Heartwell Court	N19 3YQ	Hillrise	North		
530110187689	530110	187689	530110	187689	Warltersville Road	N19 3PX	Hillrise	North		
530114186673	530114	186673	530114	186673	Cornwallis Square	N19 4LZ	Tollington	North		
530118186514	530118	186514	530118	186514	Kingsdown Road		Tollington	North		
530121186330	530121	186330	530121	186330	Holloway Road		St George's	#N/A		
530121186733	530121	186733	530121	186733.4	Cornwallis Square		Tollington	North		
530123186643	530123	186643	530123	186643	Cornwallis Square	N19 4LZ	Tollington	North		
530132186916	530132	186916	530132	186916	Blenheim Court	N19 4HR	Tollington	North		
530133186854	530133	186854	530133	186854	Blenheim Court	N19 4HU	Tollington	North		
530137187308	530137	187308	530137	187308	Hornsey Road		Tollington	North		
530138185050	530138	185050	530138	185050	Corporation Street	N7 9ET	Holloway	West		
530140185784	530140	185784	530140	185784	Bardolph Road	N7 0NJ	St. George's	#N/A		
530140187261	530140	187261	530140.5	187261.3	Hornsey Road	N19 3QN	Tollington	North		
530144185015	530144	185015	530144	185015	Corporation Street	N7 9ET	Holloway	West		
530144185968	530144	185968	530144.4	185968.5	Tufnell Park Road		St George's	#N/A		
530153184223	530153	184223	530153	184223	Vale Royal	N7 9AP	Caledonian	West		
530154185193	530154	185193	530154	185193	Hungerford Road	N7 9LB	Holloway	West		
530159187082	530159	187082	530159	187082	Jutland Close	N19 4BE	Tollington	North		
530159187249	530159	187249	530159	187249	Lambton Mews	N19 3DR	Tollington	North		
530161187545	530161	187545	530161	187545	Hetty Rees Court	N19 3XQ	Hillrise	North		
530163185795	530163	185795	530163	185795	Cardwell Terrace	N7 0NH	St George's	#N/A		
530164187435	530164	187435	530164	187435	Ashley Road	N19 3AE	Hillrise	North		
530166186830	530166	186830	530166	186830	Blenheim Court	N19 4HR	Tollington	North		
530175184459	530175	184459	530175	184459	Brewery Road	N7 9QH	Caledonian	West		
530176185835	530176	185835	530176	185835	Tabley Road	N7 0NQ	St George's	#N/A		
530176186602	530176	186602	530176	186602	Kingsdown Road	N19 4LA	Tollington	North		
530177185440	530177	185440	530177	185440	Camden Road	N7 0LF	Holloway	West		
530181186258	530181	186258	530181	186258	Holloway Road	N7 6BQ	St George's	#N/A		
530184186814	530184	186814	530184	186814	Bavaria Road	N19 4EU	Tollington	North		
530188186057	530188	186057	530188	186057	Tufnell Park Road	N7 0DP	St George's	#N/A		
530191185970	530191	185970	530191	185970	Tufnell Park Road	N7 0PJ	St George's	#N/A		
530191187562	530191	187562	530191	187562	Heathville Road	N19 3AL	Hillrise	North		
530192186666	530192	186666	530192	186666	Kingsdown Road	N19 4LD	Tollington	North		
530193185819	530193	185819	530193	185819	Cardwell Terrace	N7 0NH	St George's	#N/A		
530196187231	530196	187231	530196	187231	Spears Road	N19 3QQ	Tollington	North		
530201186420	530201	186420	530201	186420	Tollington Way	N7 6RG	Tollington	North		
530205185470	530205	185470	530205	185470	Hillmarton Terrace	N7 9JR	Holloway	West		
530205186714	530205	186714	530205	186714	Sussex Close	N19 4LL	Tollington	North		
530210186599	530210	186599	530210	186599	Rickthorne Road	N19 4JS	Tollington	North		
530213186560	530213	186560	530213	186560	Landseer Road	N19 4JU	Tollington	North		
530216186533	530216	186533	530216	186533	Landseer Road	N19 4JZ	Tollington	North		
530220187315	530220	187315	530220	187315	Lambton Road	N19 3QJ	Tollington	North		
530223185247	530223	185247	530223	185247	Hartham Road	N7 9JJ	Holloway	West		
530228185242	530228	185242	530228	185242	Hartham Road	N7 9JJ	Holloway	West		
530229186748	530229	186748	530229.5	186748.1	Sussex Close		Tollington	North		
530229187044	530229	187044	530229.3	187044.5	Hornsey Road	N19 4DX	Tollington	North		
530230187611	530230	187611	530230	187611	Heathville Road	N19 3AL	Hillrise	North		
530232185224	530232	185224	530232.3	185224.5	Hartham Road	N7 9JJ	Holloway	West		
530234185970	530234	185970	530234	185970	Tufnell Park Road	N7 0PH	St George's	#N/A		
530235187035	530235	187035	530235	187035.9	Hornsey Road	N19 4DX	Tollington	North		
530238185290	530238	185290	530238	185290	Hungerford Road		Holloway	West		
530245186094	530245	186094	530245.4	186094.1	Holloway Road	N7 6LJ	St George's	#N/A		
530248187334	530248	187334	530248	187334	Lambton Road	N19 3QJ	Tollington	North		
530256187629	530256	187629	530256	187629	Heathville Road	N19 3AL	Hillrise	North		
530258187051	530258	187051	530258	187051	Hornsey Road	N19 4EF	Tollington	North		
530258187181	530258	187181	530258	187181	Grenville Road	N19 4EJ	Tollington	North		
530259186257	530259	186257	530259	186257	Holloway Road		Finsbury Park	East		
530260185510	530260	185510	530260	185510	Camden Road	N7 0SJ	Holloway	West		
530260185585	530260	185585	530260.6	185585.2	Parkhurst Road	N7 0SF	Holloway	West		
530263186832	530263	186832	530263	186832	Bavaria Road	N19 4EZ	Tollington	North		
530264185386	530264	185386	530264.8	185386.2	Hungerford Road	N7 9LX	Holloway	West		
530267186702	530267	186702	530267	186702	Kingsdown Road	N19 4LW	Tollington	North		
530272186630	530272	186630	530272	186630	Cornwallis Road	N19 4LP	Tollington	North		
530278186275	530278	186275	530278	186275	Manor Gardens	N7 6JX	Finsbury Park	East		
530282186212	530282	186212	530282	186212	Holloway Road	N7 6JU	Finsbury Park	East		
530285186322	530285	186322	530285	186322	Manor Gardens	N7 6FB	Finsbury Park	East		
530285187705	530285	187705	530285	187705	Crouch Hill	N4 4SB	Hillrise	North		
530288185791	530288	185791	530288	185791	Moriatry Close	N7 0EF	St George's	#N/A		
530293186830	530293	186830	530293	186830	Ringmer Gardens	N19 4SB	Tollington	North		
530298185751	530298	185751	530298	185751	Williamson Street	N7 0SQ	Holloway	West		
530300185361	530300	185361	530300	185361	Hillmarton Road		Holloway	West		
530300187171	530300	187171	530300	187171	Grenville Road	N19 4EH	Tollington	North		
530304185395	530304	185395	530304	185395	Penn Road	N7 9RD	Holloway	West		
530304185979	530304	185979	530304	185979	Holbrooke Court	N7 0PW	St George's	#N/A		
530305185432	530305	185432	530305	185432	Hillmarton Road	N7 9JP	Holloway	West		
530307186591	530307	186591	530307	186591	Cornwallis Road	N19 4JL	Tollington	North		
530308186663	530308	186663	530308	186663	Whewell Road	N19 4LS	Tollington	North		
530309186965	530309	186965	530309	186965	Hornsey Road		Tollington	North		
530311187666	530311	187666	530311	187666	Crouch Hill		Hillrise	North		
530313183804	530313	183804	530313	183804	Outram Place	N1 0UX	Caledonian	West		
530314187102	530314	187102	530314	187102	Hanley Road	N4 3DU	Tollington	North		
530315186510	530315	186510	530315.3	186510	Cornwallis Road		Tollington	North		
530319185756	530319	185756	530319	185756	Trefil Walk	N7 0SX	Holloway	West		
530319186573	530319	186573	530319	186573	Cornwallis Road	N19 4JL	Tollington	North		
530320187746	530320	187746	530320	187746	Warltersville Road	N19 3XH	Hillrise	North		
530321185655	530321	185655	530321	185655	Whitby Court	N7 0SU	Holloway	West		
530321186098	530321	186098	530321	186098	Holloway Road	N7 6LJ	St George's	#N/A		
530322183741	530322	183741	530322	183741	York Way	N1 0AE	Caledonian	West		
530324183095	530324	183095	530324	183095	Caledonia Street	N1 9DZ	Caledonian	West		
530325183770	530325	183770	530325	183770	Outram Place	N1 0UX	Caledonian	West		
530325187112	530325	187112	530325	187112	Hanley Road		Tollington	North		
530326184079	530326	184079	530326	184079.4	Rufford Street	N1 0AD	Caledonian	West		
530327183870	530327	183870	530327	183870	Outram Place	N1 0UX	Caledonian	West		
530332183691	530332	183691	530332	183691	York Way	N1 0AY	Caledonian	West		
530333183687	530333	183687	530333	183687	Copenhagen Street	N1 0AW	Caledonian	West		
530333184826	530333	184826	530333	184826	Fred White Walk		Holloway	West		
530334185031	530334	185031	530334	185031	Surr Street	N7 9EJ	Holloway	West		
530335183709	530335	183709	530335	183709	Delhi Street	N1 0AJ	Caledonian	West		
530335187336	530335	187336	530335	187336	Spears Road	N19 3QQ	Tollington	North		
530338184005	530338	184005	530338	184005	Rufford Street	N1 0AP	Caledonian	West		
530339184987	530339	184987	530339	184987	North Road	N7 9EF	Holloway	West		
530339185733	530339	185733	530339	185733	Williamson Street		Holloway	West		
530342184035	530342	184035	530342.4	184035.9	Rufford Street	N1 0AD	Caledonian	West		
530343183695	530343	183695	530343.5	183695.6	Copenhagen Street		Caledonian	West		
